Filename,Penalty,P,Iter,Function_Value,Optimal_X,Distribution,Num_Evaluations,Phase_Time,Total_Time
Problem_5Sat3Gs_0_4.json,1.5,5,4,-4.619936,"[-0.1840514175127327, -0.1559425537003293, -0.10992755639670156, -0.12456421501197164, 0.08369816442856896, 0.46620992179683723, 0.9380317559198736, 1.1917159938824873, 1.0144834392757927, -0.20021237634384687]","""0,1854,1,140,1000,38,2,10,1001,4,1002,1,2000,1""",1000,1593.50,9655.82
Problem_5Sat3Gs_0_4.json,1.5,5,5,-4.619936,"[-0.1840514175127327, -0.1559425537003293, -0.10992755639670156, -0.12456421501197164, 0.08369816442856896, 0.46620992179683723, 0.9380317559198736, 1.1917159938824873, 1.0144834392757927, -0.20021237634384687]","""0,1801,1,192,1000,45,2,5,1001,4,2000,1""",1000,1984.63,10046.95
Problem_5Sat3Gs_0_4.json,1.5,5,6,-4.619936,"[-0.1840514175127327, -0.1559425537003293, -0.10992755639670156, -0.12456421501197164, 0.08369816442856896, 0.46620992179683723, 0.9380317559198736, 1.1917159938824873, 1.0144834392757927, -0.20021237634384687]","""0,1829,1,193,1000,17,2,5,1001,3,2000,1""",1000,2373.03,10435.35
Problem_5Sat3Gs_0_4.json,1.5,5,7,-4.619936,"[-0.1840514175127327, -0.1559425537003293, -0.10992755639670156, -0.12456421501197164, 0.08369816442856896, 0.46620992179683723, 0.9380317559198736, 1.1917159938824873, 1.0144834392757927, -0.20021237634384687]","""0,1826,1,173,1000,43,2000,2,2,2,1001,1,2001,1""",1000,2763.58,10825.90
Problem_5Sat3Gs_0_4.json,1.5,5,8,-4.619936,"[-0.1840514175127327, -0.1559425537003293, -0.10992755639670156, -0.12456421501197164, 0.08369816442856896, 0.46620992179683723, 0.9380317559198736, 1.1917159938824873, 1.0144834392757927, -0.20021237634384687]","""0,1827,1,167,1000,38,2,11,1001,3,2000,2""",1000,3155.88,11218.20
Problem_5Sat3Gs_0_4.json,1.5,5,9,-4.619936,"[-0.1840514175127327, -0.1559425537003293, -0.10992755639670156, -0.12456421501197164, 0.08369816442856896, 0.46620992179683723, 0.9380317559198736, 1.1917159938824873, 1.0144834392757927, -0.20021237634384687]","""0,1817,1,183,1000,31,2,10,2000,7""",1000,3546.87,11609.19
Problem_5Sat3Gs_0_4.json,1.5,5,10,-4.619936,"[-0.1840514175127327, -0.1559425537003293, -0.10992755639670156, -0.12456421501197164, 0.08369816442856896, 0.46620992179683723, 0.9380317559198736, 1.1917159938824873, 1.0144834392757927, -0.20021237634384687]","""0,1820,1,173,1000,47,2000,4,2,3,1001,1""",1000,3936.44,11998.76
Problem_5Sat3Gs_0_4.json,1.5,6,1,-4.631313,"[-0.17833758142765394, -0.15637205263053072, -0.11593593243913303, -0.12734361213149684, 0.08712689771737132, -0.001149064764622344, 0.4207189375593502, 0.8740600065023061, 1.1744054462134728, 0.9482477678830551, -0.2702692757881217, 1.0017667940932697]","""0,1824,1,178,1000,32,2,10,2000,3,1001,1""",1000,497.63,12496.39
Problem_5Sat3Gs_0_4.json,1.5,6,2,-4.631313,"[-0.17833758142765394, -0.15637205263053072, -0.11593593243913303, -0.12734361213149684, 0.08712689771737132, -0.001149064764622344, 0.4207189375593502, 0.8740600065023061, 1.1744054462134728, 0.9482477678830551, -0.2702692757881217, 1.0017667940932697]","""0,1822,1,189,1000,22,2,9,2000,4,1001,2""",1000,950.54,12949.30
Problem_5Sat3Gs_0_4.json,1.5,6,3,-4.631313,"[-0.17833758142765394, -0.15637205263053072, -0.11593593243913303, -0.12734361213149684, 0.08712689771737132, -0.001149064764622344, 0.4207189375593502, 0.8740600065023061, 1.1744054462134728, 0.9482477678830551, -0.2702692757881217, 1.0017667940932697]","""0,1826,1,186,1000,27,2,4,2000,3,3000,1,3,1""",1000,1402.52,13401.28
